pk_business_id,License Number,Federal Registry No,Local Registry No,Business Name,Legal Type,pk_stakeholder_ids,Stakeholder Rates,Stakeholder Types,Activity Names,Activity Names Serial #,Unit Including,Unit,Landlord,Street,Zone,Fax,Telephone,Mobile,P.O. Box,Expiry Date,Renewal Date,Est. Date,Receipt Date,Receipt No.,Remarks
13659,1489564764,45-568-9176,90-862-5315,Senger-Bashirian,Sales,Steak Holder,0.4,Project Manager,Food Provider,1,3663033341,29,5677474207,Laurel,,254-437-8640,845-834-8470,148-876-6600,0,30/05/2018,23/08/2018,24/09/2018,8/8/2018,5961146898,
13660,5422494881,66-705-6395,52-888-5206,"Brekke, Schamberger and Pouros",Services,Orange Company,0.4,Project Manager,IT Services,2,4233413530,1,8323723656,Nevada,,758-253-6740,736-183-7220,416-452-5425,8795,4/4/2018,20/09/2018,19/01/2019,31/10/2018,5319988729,
13661,2501587316,10-100-2764,94-832-0232,Dickinson-Stamm,Human Resources,Souk al Waha,0.2,Sponsor,IT Services,3,8264980627,26,1101265310,Victoria,,110-266-2891,482-250-3580,197-155-8639,0,12/10/2018,23/12/2018,13/02/2019,15/07/2018,366388622,
13662,9134993959,95-719-1213,61-949-7536,Gerhold-Gusikowski,Accounting,Souk al Waha,0.1,Signatory,Food Delivery,4,430053193,26,3047011087,Autumn Leaf,,761-695-9767,246-980-2050,653-555-6969,426,4/9/2018,6/4/2018,28/01/2019,19/05/2018,5741339417,
13663,2208806964,83-521-7600,88-764-6237,MacGyver-Bartoletti,Human Resources,Souk al Waha,1,Project Manager,Fashion Designing,5,7399447241,7,4223286781,American,,313-875-7439,516-590-1912,716-259-4800,38,1/11/2018,13/07/2018,9/5/2018,1/6/2018,9666600277,
13664,1761601962,27-012-4904,37-739-0583,McLaughlin-Lang,Research and Development,Orange Company,0.1,Project Manager,Food Provider,1,9661150044,31,3824940973,Toban,,712-638-4817,527-560-1150,866-448-8596,1,9/4/2018,8/3/2018,15/07/2018,10/6/2018,1359558519,
13665,6026905049,98-943-5612,97-741-4577,"Homenick, Roob and Murphy",Sales,Glass Inc.,0.5,Project Manager,Food Provider,2,5166802985,15,7908896901,Lindbergh,,419-784-6281,453-287-0244,622-154-1071,4353,3/10/2018,5/4/2018,19/09/2018,4/9/2018,4160059201,
13666,2920933418,18-597-2185,98-895-2132,Simonis-Bahringer,Support,Orange Company,0,Signatory,Food Provider,3,4474151046,10,2730848207,Old Shore,,409-885-9710,616-554-3464,207-481-8658,9,10/7/2018,1/5/2018,9/8/2018,19/12/2018,818386568,
13667,4008499407,68-117-0504,89-065-1749,Klocko-Rath,Legal,Glass Inc.,0.8,Project Manager,Food Delivery,4,1087916496,16,5047314103,Bunting,,507-286-0206,365-491-5188,939-639-4667,1,29/08/2018,24/12/2018,6/8/2018,7/11/2018,7333879135,
13668,4686228360,96-821-6333,97-520-7623,"Cartwright, Schuppe and Schmidt",Services,Glass Inc.,0,Project Manager,Fashion Designing,5,4976972445,15,2986756050,Hagan,,471-809-3011,707-526-1052,269-186-2393,682,22/01/2019,6/6/2018,22/04/2018,29/11/2018,990447731,
13669,8475418287,86-740-5315,18-265-0868,Jerde LLC,Legal,Orange Company,0.4,Partner & Responsible Manager,Food Provider,1,5916496826,17,4980510175,Leroy,,276-832-5226,952-907-6928,330-560-0761,1,5/5/2018,27/08/2018,19/02/2018,31/01/2019,2043677012,
13670,695423320,69-762-2911,41-186-4293,Pfeffer LLC,Human Resources,Orange Company,0.7,Partner & Responsible Manager,Food Delivery,2,2627787861,3,1670765369,Corscot,,136-552-5422,294-498-1485,227-610-5987,42,22/05/2018,21/09/2018,5/10/2018,14/10/2018,3701948933,
13671,1413645917,32-608-5087,33-591-1941,Kirlin and Sons,Product Management,Orange Company,0.9,Partner & Responsible Manager,Food Delivery,3,6803240835,5,3100091825,Ilene,,874-950-4670,946-157-6417,132-326-4879,7,10/3/2018,30/03/2018,29/03/2018,16/07/2018,6902508313,
13672,723134006,73-877-4507,84-023-2520,Schamberger-Walter,Legal,Orange Company,0.9,Project Manager,Food Provider,4,6680704499,10,7721366127,Steensland,,692-712-8188,790-260-0312,426-571-6999,4,1/11/2018,17/04/2018,13/06/2018,22/04/2018,9487356916,
13673,7985082859,12-531-9237,94-177-5319,Smitham Group,Marketing,Glass Inc.,0.5,Project Manager,Food Delivery,5,5717068964,24,172892430,Namekagon,,345-989-9289,232-339-3546,488-741-0660,4464,31/10/2018,16/01/2019,9/1/2019,6/7/2018,5163788035,
13674,475496957,27-201-9656,56-386-8130,West-Hamill,Accounting,Orange Company,1,Sponsor,Food Provider,1,7402850463,5,248654624,Burning Wood,,206-473-1683,967-246-7173,223-192-8751,32709,24/12/2018,26/01/2019,13/07/2018,27/11/2018,4476615015,
13675,8408940899,91-253-4143,61-696-4650,Hagenes-Crona,Human Resources,Glass Inc.,0.2,Signatory,Fashion Designing,2,697001563,6,5647497039,Holmberg,,713-946-5269,549-684-9326,489-730-3644,0,5/4/2018,15/10/2018,16/04/2018,29/08/2018,5709523992,
13676,9863630470,67-373-6800,05-164-5258,"Hauck, Botsford and Barton",Training,Orange Company,0.8,Project Manager,Car Manufacturing,3,3344792490,17,9823267014,Dovetail,,564-323-6131,679-610-1482,558-512-0564,4255,12/9/2018,5/2/2019,12/3/2018,1/8/2018,8215114288,
13677,2487720476,99-194-4537,99-304-6036,Lehner-Wuckert,Marketing,Steak Holder,0.5,Signatory,Food Delivery,4,2549671155,30,1902847008,Homewood,,957-501-2417,238-794-5085,720-920-6671,1430,24/11/2018,11/12/2018,23/06/2018,4/4/2018,1295412195,
13678,1351105302,61-886-4238,38-543-7391,"Lemke, Huels and Collier",Sales,Glass Inc.,0.9,Project Manager,Car Manufacturing,5,6767373141,32,7315872116,Toban,,905-393-8937,750-209-0198,802-256-6161,18582,19/02/2018,16/12/2018,8/5/2018,25/10/2018,6933482413,
13679,3236803576,16-927-3944,52-209-2217,Yundt Group,Engineering,Glass Inc.,0.3,Project Manager,IT Services,1,2620299535,14,1805708120,Claremont,,310-520-8168,939-950-7934,881-717-9326,7,19/03/2018,6/4/2018,30/07/2018,6/8/2018,6713599230,
13680,3252420732,37-416-7402,93-200-1649,Orn-Wolf,Research and Development,Souk al Waha,1,Project Manager,Food Delivery,2,7661450275,15,6421971296,Russell,,805-826-9683,241-986-7284,968-881-2552,65,26/05/2018,1/3/2018,24/04/2018,19/02/2018,614288533,
13681,7210649425,34-651-5089,20-737-1994,"Hirthe, Leuschke and Grant",Product Management,Orange Company,0.1,Project Manager,Fashion Designing,3,3180148934,24,730356523,Basil,,810-575-2588,354-868-0989,494-590-8035,68,9/3/2018,13/01/2019,11/3/2018,6/10/2018,6476865307,
13682,7033454961,34-688-4849,11-212-1815,Morissette-Kemmer,Business Development,Glass Inc.,0.3,Sponsor,Car Manufacturing,4,6228914677,10,3014271578,Mcbride,,825-125-0945,298-413-8752,773-777-1330,2,20/09/2018,31/05/2018,10/5/2018,17/08/2018,9376810155,
13683,9176557316,80-470-0956,07-894-4901,"Spencer, Greenholt and Hahn",Support,Glass Inc.,1,Signatory,IT Services,5,6723115694,27,8965907349,Loeprich,,650-934-6406,599-543-2422,387-654-5362,4,6/8/2018,26/04/2018,16/05/2018,5/10/2018,8870102629,
13684,9917745181,66-350-2113,95-329-2823,Harvey-Koss,Support,Steak Holder,0.6,Project Manager,Food Delivery,1,2740636253,32,785011110,Lukken,,610-921-4367,217-162-0130,613-993-6069,8820,2/9/2018,6/1/2019,1/11/2018,11/9/2018,4094933492,
13685,9694588154,31-074-7720,12-459-5109,Breitenberg LLC,Business Development,Steak Holder,0.1,Partner & Responsible Manager,Food Provider,2,7994548008,12,7894467995,Bultman,,323-568-7874,456-773-0810,983-469-6172,428,27/09/2018,6/8/2018,15/11/2018,3/8/2018,3338014694,
13686,7990871343,77-803-3147,80-053-0299,"Strosin, Zieme and Heathcote",Business Development,Souk al Waha,0.8,Project Manager,IT Services,3,2842290240,1,8823030366,Bunting,,410-433-5506,945-388-5555,582-815-0587,43,2/11/2018,2/12/2018,6/11/2018,24/05/2018,664012817,
13687,6059748546,07-117-0468,15-598-5782,Ebert Group,Support,Souk al Waha,0.6,Project Manager,Food Delivery,4,8148687633,27,5373073164,Bellgrove,,713-904-3520,610-647-4398,508-680-7860,5,14/05/2018,4/4/2018,18/05/2018,16/06/2018,4797203811,
13688,8216784309,03-915-0012,12-944-5318,Stanton LLC,Support,Glass Inc.,0.9,Project Manager,Car Manufacturing,5,7139072108,27,2948587816,Elgar,,388-343-0949,510-399-3338,390-360-9742,59,27/05/2018,8/12/2018,13/12/2018,20/09/2018,5411758831,
13689,9484141668,64-171-0435,72-591-5390,Brakus Group,Research and Development,Souk al Waha,0,Signatory,Car Manufacturing,1,5957311820,25,3911780729,Oneill,,325-677-4426,568-654-4393,745-369-5518,143,28/01/2019,14/10/2018,30/07/2018,16/01/2019,9019034936,
13690,5199131338,72-758-0100,14-915-2050,Langosh and Sons,Research and Development,Steak Holder,0.7,Sponsor,Fashion Designing,2,2716496242,8,1520992246,Roth,,898-851-4769,749-992-0106,771-518-0653,4,18/01/2019,6/5/2018,2/5/2018,18/07/2018,8875820988,
13691,1815053399,08-922-3479,19-142-0196,Sawayn Group,Training,Souk al Waha,0.5,Signatory,IT Services,3,4931547478,1,2508905518,Forest,,683-366-7024,607-663-6068,572-125-2946,347,8/8/2018,8/9/2018,23/02/2018,30/09/2018,3787587950,
13692,9930345221,82-685-4062,32-864-2836,Ankunding Inc,Services,Orange Company,0.1,Project Manager,Car Manufacturing,4,2457129184,20,8942115438,7th,,964-851-2255,638-171-4518,445-106-4975,5,31/08/2018,29/08/2018,15/08/2018,8/5/2018,7674678911,
13693,8064369738,97-637-3590,97-254-6061,"Keeling, Cummings and Williamson",Accounting,Orange Company,0.7,Signatory,IT Services,5,835945596,1,7051766848,Lindbergh,,882-567-5002,967-400-3144,895-401-8785,3657,3/9/2018,30/10/2018,30/11/2018,20/12/2018,3198459931,
13694,8905200478,86-567-2174,19-184-1207,"Douglas, Tromp and Hintz",Services,Glass Inc.,1,Sponsor,Car Manufacturing,1,4498718011,29,9335085995,Crowley,,123-814-8204,343-305-3792,996-253-4169,53338,24/06/2018,8/8/2018,12/2/2019,1/5/2018,5108781733,
13695,1055489894,68-961-9285,40-027-2123,"Jones, Morissette and Mayer",Sales,Steak Holder,0.4,Partner & Responsible Manager,Food Provider,2,2954062304,12,1377695735,Forest,,917-147-7076,206-613-5446,874-224-3074,8995,13/04/2018,23/05/2018,3/7/2018,4/2/2019,3403378209,
13696,9198257242,01-520-4928,69-772-7841,"Sanford, Block and Cronin",Business Development,Steak Holder,0.9,Sponsor,Fashion Designing,3,4167577100,24,5930523215,Mariners Cove,,242-220-5482,889-675-4468,389-434-8732,6563,17/06/2018,13/06/2018,12/11/2018,4/8/2018,9496274730,
13697,7228213262,19-776-3860,09-738-0095,Shanahan LLC,Legal,Souk al Waha,1,Signatory,Food Delivery,4,4666525351,2,343929228,Harbort,,636-273-2468,623-632-4967,219-631-1713,7145,26/05/2018,21/11/2018,6/10/2018,16/03/2018,7733355575,
13698,9978156062,12-978-5827,39-252-5929,"Rempel, Hickle and Spencer",Sales,Steak Holder,0.4,Project Manager,Fashion Designing,5,6190896863,15,6754489138,Mariners Cove,,518-253-1807,187-416-3654,695-143-3266,447,1/3/2018,26/05/2018,30/10/2018,13/04/2018,1804960748,
13699,1625595034,74-412-0214,63-730-1145,Gottlieb and Sons,Marketing,Orange Company,0.2,Partner & Responsible Manager,Car Manufacturing,1,1632714620,21,2756880698,Golf Course,,341-645-9064,431-807-6494,283-647-5420,6,22/10/2018,30/11/2018,24/04/2018,26/02/2018,8845651428,
13700,993644627,80-391-0012,36-390-4140,Feest-Goyette,Engineering,Souk al Waha,0.1,Partner & Responsible Manager,Food Delivery,2,6855291716,11,7064717999,Hazelcrest,,232-379-9362,352-184-9390,678-887-9482,1471,19/12/2018,21/07/2018,24/06/2018,30/06/2018,8039659280,
13701,1734382120,34-500-8749,56-664-3351,"Brekke, Rolfson and Rowe",Engineering,Glass Inc.,0.9,Project Manager,IT Services,3,5066987908,11,2374299708,East,,500-107-2247,777-758-0370,307-482-3457,9,3/10/2018,6/11/2018,16/11/2018,19/09/2018,5998972325,
13702,3178109676,00-701-3856,02-591-5357,Schinner-Sauer,Business Development,Orange Company,0.9,Partner & Responsible Manager,Food Delivery,4,9273629563,17,7258545891,Dayton,,329-615-9133,602-586-5299,213-618-4771,21,5/10/2018,19/11/2018,9/8/2018,15/02/2018,4827316856,
13703,6819268513,94-088-4996,68-316-9867,Emard Inc,Marketing,Glass Inc.,1,Project Manager,Food Delivery,5,6737386962,4,1135242208,Menomonie,,942-161-2020,251-859-5449,866-654-4617,91698,31/05/2018,5/2/2019,1/11/2018,3/9/2018,2128815525,
13704,2282520297,18-398-6117,14-570-1537,Will and Sons,Training,Steak Holder,0.6,Project Manager,Car Manufacturing,1,881824844,21,9268743175,Gale,,350-988-6799,730-330-6103,774-146-9771,4834,1/6/2018,4/9/2018,20/01/2019,30/09/2018,8621897830,
13705,3008789498,40-164-6964,13-796-7129,"Padberg, Barton and Collier",Research and Development,Steak Holder,0.8,Sponsor,IT Services,2,6721597675,24,6511355799,Carey,,605-244-0847,847-738-5648,968-856-6740,94009,31/05/2018,30/09/2018,28/08/2018,18/05/2018,2700206126,
13706,3839381878,20-644-9441,27-133-4943,Considine-Kreiger,Business Development,Souk al Waha,0.3,Project Manager,Car Manufacturing,3,757355692,12,4403709036,Barnett,,871-974-4535,879-598-0499,519-142-0918,64,17/10/2018,19/12/2018,1/1/2019,31/12/2018,1320765068,
13707,6724443555,01-141-4490,34-223-7527,Murphy-Vandervort,Accounting,Steak Holder,0.9,Partner & Responsible Manager,Food Delivery,4,3326084072,13,922416303,Hovde,,242-957-4989,322-139-4434,154-917-6121,7,23/01/2019,20/05/2018,22/12/2018,6/8/2018,3027218441,
13708,2615237993,28-520-3617,31-212-8135,"Lesch, Herzog and Homenick",Product Management,Steak Holder,0.5,Sponsor,Fashion Designing,5,4981672527,15,502771321,Surrey,,512-895-0941,410-567-4083,271-682-4720,6,13/05/2018,4/1/2019,30/10/2018,15/08/2018,2589344929,
13709,7973625119,70-421-4700,51-600-1107,Kessler Inc,Legal,Steak Holder,0.3,Signatory,Food Provider,1,5046107635,4,5593655421,Northport,,566-746-3048,162-754-4571,212-852-6573,6289,3/3/2018,18/02/2018,10/8/2018,14/10/2018,4299886534,
13710,8659197593,79-436-1401,42-761-5815,"Berge, Moen and Tremblay",Engineering,Steak Holder,0.5,Partner & Responsible Manager,Fashion Designing,2,2079076833,13,7968095875,Toban,,617-532-0767,111-978-4294,338-252-2189,37547,29/10/2018,23/02/2018,30/12/2018,31/10/2018,677092318,
13711,3129648852,59-364-8829,23-397-9016,Waelchi-Ledner,Training,Glass Inc.,0.8,Project Manager,Car Manufacturing,3,3585908217,16,3506049186,Alpine,,314-801-4737,771-452-1161,435-471-3608,9734,20/08/2018,1/7/2018,16/03/2018,30/08/2018,8380690745,
13712,7833040843,00-417-1490,03-855-3190,"Erdman, Blanda and Wolf",Research and Development,Glass Inc.,0,Project Manager,IT Services,4,3840102162,25,2936612012,Miller,,389-461-2887,606-362-9922,471-133-0636,3122,21/07/2018,30/11/2018,22/01/2019,15/12/2018,3934513522,
13713,839664133,89-901-7833,56-833-4695,Goyette-Quitzon,Research and Development,Glass Inc.,0.3,Signatory,Fashion Designing,5,8360982155,10,6525828236,Kedzie,,544-822-8670,877-344-3241,748-542-2509,8,11/9/2018,28/05/2018,25/11/2018,11/12/2018,1386542725,
13714,875969801,72-475-2381,90-806-0687,Hirthe-Orn,Engineering,Glass Inc.,0.3,Project Manager,Car Manufacturing,1,366610678,3,337707456,Dottie,,748-423-5606,150-978-5992,515-102-7868,5,1/6/2018,4/3/2018,5/9/2018,29/01/2019,2216101702,
13715,9004406980,31-734-4894,71-481-1987,Keeling and Sons,Research and Development,Souk al Waha,0.1,Partner & Responsible Manager,Food Delivery,2,7375989788,19,6356652357,8th,,478-153-4233,971-849-7678,544-633-6531,7,13/11/2018,18/06/2018,10/11/2018,3/1/2019,2355267766,
13716,2531742360,30-177-6808,11-570-8120,"Thiel, Kunde and Erdman",Services,Orange Company,0.3,Project Manager,Car Manufacturing,3,8744061056,23,3795193699,Center,,853-534-7989,431-796-7960,811-604-2404,6296,6/1/2019,16/03/2018,17/04/2018,6/8/2018,4507526280,
13717,7446061812,05-249-0771,44-621-6443,"Stanton, Beer and Bosco",Business Development,Souk al Waha,0.6,Project Manager,Food Delivery,4,2766956018,11,8985138626,Cardinal,,599-275-2611,439-585-6470,141-861-3441,79,25/02/2018,28/02/2018,26/10/2018,26/09/2018,4713767166,
13718,2331831971,00-035-3021,71-300-7718,Brakus Inc,Marketing,Steak Holder,0.9,Project Manager,Fashion Designing,5,1906037086,25,7112313201,Caliangt,,675-490-7721,470-188-8700,280-879-8235,84058,3/2/2019,27/10/2018,3/6/2018,9/4/2018,7649165469,
13719,3594657310,09-188-9905,70-291-7825,Murphy-Stark,Human Resources,Orange Company,0.1,Project Manager,Fashion Designing,1,4061199455,7,2502185165,Macpherson,,337-807-6392,515-326-4961,882-633-5576,4271,3/1/2019,15/11/2018,26/12/2018,29/11/2018,4837475485,
13720,8520641156,55-279-8419,79-399-0201,Rodriguez-Tillman,Marketing,Orange Company,0.2,Partner & Responsible Manager,Fashion Designing,2,2932456636,26,1911463268,Sunnyside,,706-959-2645,973-671-6798,240-507-8577,6,1/2/2019,26/05/2018,25/04/2018,13/07/2018,9403277009,
13721,4980797679,03-379-2424,00-599-2678,"Schumm, Beahan and Mitchell",Services,Steak Holder,0.2,Project Manager,Car Manufacturing,3,2939659036,2,9268537842,Manley,,989-987-8670,231-403-9100,374-950-5492,4186,16/04/2018,4/7/2018,8/2/2019,29/10/2018,1761956574,
13722,6366571430,86-092-7715,51-672-1113,Fadel LLC,Legal,Glass Inc.,0.5,Sponsor,Fashion Designing,4,7116295143,13,2254239414,Towne,,213-824-0758,447-147-5672,789-693-9676,464,22/10/2018,27/04/2018,23/03/2018,28/04/2018,7585533438,
13723,8603211264,34-203-9181,46-037-4943,Jakubowski-Ruecker,Accounting,Steak Holder,0.4,Signatory,Fashion Designing,5,5785819937,15,1771029897,Crescent Oaks,,205-805-9771,719-525-0235,788-685-6730,80157,21/02/2018,8/4/2018,18/05/2018,10/4/2018,5703686911,
13724,4712578580,36-091-0142,46-472-3123,Goyette Group,Engineering,Glass Inc.,0.2,Project Manager,IT Services,1,7379571230,13,1884407781,Nevada,,999-746-6648,232-834-3654,704-925-5127,43500,14/05/2018,31/07/2018,25/03/2018,20/12/2018,1650529244,
13725,6499813265,25-779-0824,01-913-1604,"Purdy, Dickinson and Bogan",Accounting,Glass Inc.,0.7,Signatory,Car Manufacturing,2,5143973147,24,7670345586,Morning,,478-844-8675,698-919-1520,493-573-7615,2653,30/06/2018,25/02/2018,2/7/2018,11/8/2018,5983683306,
13726,6351543932,90-925-5133,60-660-0578,Wuckert-Ankunding,Training,Souk al Waha,0,Partner & Responsible Manager,Food Provider,3,5577219930,24,4831722022,Jay,,100-183-2871,614-986-0993,117-580-8018,327,24/04/2018,22/04/2018,15/02/2018,31/10/2018,7734134122,
13727,8089178723,30-109-2948,50-441-2616,Reinger Inc,Sales,Souk al Waha,0.1,Signatory,Car Manufacturing,4,3308234580,10,4648075692,Kedzie,,920-749-3071,913-302-7629,894-601-4452,783,9/12/2018,28/12/2018,12/2/2019,10/8/2018,1112571809,
13728,689710216,71-075-3122,72-712-3056,"Dickens, Lind and O'Reilly",Marketing,Steak Holder,0,Signatory,IT Services,5,4013164981,9,5603457562,8th,,696-465-2134,638-198-4059,400-750-0408,5,10/6/2018,5/9/2018,22/03/2018,27/06/2018,3919500326,
13729,8254768056,65-449-3589,51-944-2927,Mosciski-Spencer,Training,Souk al Waha,0.7,Signatory,Car Manufacturing,1,3237712604,26,698963091,Helena,,145-146-3110,532-886-3111,987-865-6029,3142,4/1/2019,23/12/2018,8/4/2018,2/12/2018,9213939507,
13730,6219681010,59-217-1796,46-049-7929,"Muller, Barrows and Littel",Marketing,Steak Holder,0.1,Signatory,IT Services,2,9722918184,26,2491815184,Vernon,,227-531-8013,388-162-0372,160-532-4336,383,4/6/2018,16/09/2018,19/10/2018,4/10/2018,346250196,
13731,5498441355,28-377-9662,85-348-9852,"Walsh, O'Reilly and Stiedemann",Legal,Orange Company,0,Signatory,Food Delivery,3,9129077001,31,786338180,Moland,,562-462-9160,111-156-8034,269-731-4766,9827,21/04/2018,21/09/2018,14/02/2018,8/10/2018,6282535247,
13732,5605958569,45-607-8844,11-129-7256,McClure-Batz,Research and Development,Souk al Waha,0.3,Project Manager,Food Provider,4,7388464158,11,5364535398,Anzinger,,726-890-3631,829-226-1211,882-256-2788,9208,5/3/2018,12/10/2018,15/06/2018,25/09/2018,6142129823,
13733,5959227304,16-092-5161,77-438-7208,"Friesen, Hagenes and Lowe",Accounting,Steak Holder,1,Signatory,Fashion Designing,5,3404493834,21,4005584721,Clemons,,398-531-4897,166-529-5394,572-620-7413,8,12/4/2018,31/07/2018,2/4/2018,26/09/2018,9018331503,
13734,1112448403,75-143-3488,50-941-0736,"Huels, Metz and Cruickshank",Product Management,Souk al Waha,0.2,Partner & Responsible Manager,Food Provider,1,1974245659,8,3317996714,Blackbird,,690-632-3467,776-391-9203,571-534-6756,9812,9/4/2018,15/12/2018,13/08/2018,28/01/2019,2925943012,
13735,5151386212,62-525-4675,58-748-9477,Heller-Schaefer,Sales,Orange Company,0,Sponsor,Food Delivery,2,2046906233,22,314339426,Little Fleur,,170-672-1588,282-785-9483,690-527-2728,518,11/8/2018,30/11/2018,11/7/2018,1/3/2018,8440005997,
13736,5109672229,98-636-2396,63-112-1154,Barrows-Armstrong,Sales,Glass Inc.,0,Sponsor,IT Services,3,5733733330,7,2444454537,Colorado,,785-254-3033,251-378-6739,758-238-6010,9,15/08/2018,12/5/2018,22/03/2018,10/5/2018,8504745155,
13737,2102113167,61-905-6653,12-021-0133,Mills and Sons,Sales,Steak Holder,0,Signatory,Food Delivery,4,963642324,27,8920300062,Oxford,,639-871-2913,315-517-9182,870-407-4760,1,13/05/2018,2/7/2018,5/4/2018,25/11/2018,1321873638,
13738,7634369969,12-755-5349,35-919-9870,Weissnat-Senger,Sales,Glass Inc.,0.8,Project Manager,Fashion Designing,5,9095024830,5,4253631320,Sunnyside,,467-935-3582,322-616-6054,458-657-3639,3377,2/8/2018,21/03/2018,18/09/2018,13/02/2019,7651497368,
13739,819587583,34-047-5836,31-850-5239,"O'Reilly, Boyle and Murray",Engineering,Steak Holder,0.4,Sponsor,Car Manufacturing,1,4453210000,18,9162665723,Michigan,,870-754-4128,811-914-4465,334-563-1193,13,25/09/2018,7/8/2018,8/11/2018,6/2/2019,9461486723,
13740,1035968029,26-316-4280,62-768-5491,Nolan-Smitham,Accounting,Steak Holder,0.5,Signatory,Fashion Designing,2,4874794270,26,1681183684,Spaight,,876-269-0649,434-967-0238,410-420-0020,80,14/10/2018,29/11/2018,21/07/2018,16/05/2018,2225740127,
13741,3100888987,05-677-5717,02-104-9875,Jakubowski-Graham,Marketing,Steak Holder,0.4,Sponsor,Food Delivery,3,7397954154,3,5523087890,Crownhardt,,969-484-9467,266-156-0711,283-485-9042,43,7/10/2018,7/6/2018,29/11/2018,24/05/2018,3175752306,
13742,6424501924,47-337-0938,03-741-5874,Miller Inc,Sales,Orange Company,0.7,Signatory,Fashion Designing,4,2150932598,23,4249795047,Oneill,,840-375-4780,944-423-7641,606-135-4624,29,5/1/2019,15/04/2018,2/12/2018,1/7/2018,2919469630,
13743,132995743,74-394-0150,17-882-1987,Volkman Group,Accounting,Steak Holder,1,Sponsor,Fashion Designing,5,7554910922,3,4149382506,John Wall,,724-337-4853,823-670-2434,483-191-2143,294,19/11/2018,20/07/2018,16/12/2018,31/08/2018,7790476386,
13744,5059647374,47-874-3613,81-712-3136,"McClure, Denesik and Kris",Business Development,Souk al Waha,0.7,Sponsor,Food Provider,1,8608133830,23,5023736563,Transport,,657-647-8841,999-784-3673,982-761-1202,635,18/12/2018,3/9/2018,25/09/2018,5/7/2018,2795535653,
13745,9374637642,52-147-9974,90-223-8882,Tromp and Sons,Business Development,Souk al Waha,0.6,Signatory,Fashion Designing,2,9630474689,1,7328787090,Messerschmidt,,433-173-1391,636-560-2335,425-600-2766,8,10/5/2018,28/02/2018,7/12/2018,25/01/2019,3629178553,
13746,1387983423,24-249-1368,09-263-2046,Lesch-Watsica,Accounting,Glass Inc.,0.5,Sponsor,Fashion Designing,3,5363700778,18,4251215273,Roxbury,,448-333-4970,892-245-0207,806-880-1749,48405,23/11/2018,23/01/2019,17/10/2018,28/05/2018,5243240419,
13747,1500741612,09-472-9680,63-215-4124,Fay Group,Sales,Steak Holder,0.3,Signatory,IT Services,4,3945439930,7,9517315244,Green,,901-107-3459,898-492-5328,285-967-4999,82266,12/5/2018,29/09/2018,12/2/2019,5/3/2018,9937974453,
13748,9040156190,35-412-1088,36-905-2782,"Crona, Johnston and Marvin",Services,Glass Inc.,0.4,Partner & Responsible Manager,Food Provider,5,1972581775,1,8180285359,Knutson,,524-828-7427,855-538-9886,793-352-9631,1,19/12/2018,6/10/2018,13/11/2018,1/9/2018,3671568720,
13749,9963044697,59-423-6495,81-927-3175,Littel-Pfeffer,Business Development,Orange Company,0,Sponsor,IT Services,1,8309606176,1,1771368993,Merchant,,925-398-9417,707-846-4906,873-127-6030,7,7/1/2019,7/5/2018,31/10/2018,13/10/2018,8217699402,
13750,6109359955,91-401-2271,83-767-3505,Murphy Inc,Marketing,Glass Inc.,0.6,Sponsor,Car Manufacturing,2,2497313466,24,2842945832,Kedzie,,299-466-2477,247-857-7390,311-167-0266,32560,27/02/2018,10/8/2018,9/5/2018,13/03/2018,488832780,
13751,3110504332,53-611-8718,66-556-0465,"Langworth, Flatley and Pagac",Legal,Steak Holder,0.6,Partner & Responsible Manager,Food Provider,3,834705435,3,8879079239,Hoard,,127-112-9489,384-600-5202,465-173-9397,9440,6/3/2018,30/11/2018,17/11/2018,20/10/2018,8374911271,
13752,3461849243,24-788-7262,38-708-1474,"Anderson, Monahan and Graham",Business Development,Glass Inc.,1,Signatory,Car Manufacturing,4,2249897581,17,4417545197,Schiller,,716-710-3217,214-282-4205,148-431-9905,0,14/10/2018,5/12/2018,29/11/2018,21/09/2018,5521572783,
13753,3852836239,06-602-2023,44-732-4253,"Skiles, Senger and Anderson",Accounting,Steak Holder,0.7,Project Manager,Food Delivery,5,991644905,13,534318061,Dahle,,975-716-1158,988-258-0281,719-338-1175,9054,18/06/2018,29/10/2018,9/9/2018,21/02/2018,1413736262,
13754,8145947960,70-328-6442,19-422-9265,Gusikowski Group,Services,Glass Inc.,0.6,Sponsor,Food Provider,1,379343509,23,730769941,Fairfield,,388-365-6994,956-558-3440,860-775-1688,2,30/10/2018,4/5/2018,30/05/2018,9/3/2018,5960030365,
13755,9953425760,56-023-2780,16-427-0936,Larkin and Sons,Legal,Steak Holder,0.3,Partner & Responsible Manager,Fashion Designing,2,9104332024,15,9950029120,Holy Cross,,403-640-6341,794-770-2885,866-378-9603,0,23/01/2019,3/7/2018,22/09/2018,17/12/2018,5703942764,
13756,7037285137,20-365-9095,56-562-0100,Rath-Connelly,Engineering,Steak Holder,0.5,Sponsor,Car Manufacturing,3,384757782,9,4507300622,Bobwhite,,450-919-0570,601-658-3975,156-439-8858,86303,18/12/2018,24/07/2018,6/10/2018,19/01/2019,8820219425,
